State,District,Year,Quater,Transaction_count,Transaction_amount
manipur,ukhrul district,2022,3,48127,165404721.91649568
manipur,tamenglong district,2022,3,48889,150947198.95233533
manipur,kamjong district,2022,3,10597,34540807.45741892
manipur,chandel district,2022,3,43042,139937266.69668734
manipur,bishnupur district,2022,3,126573,397535713.9599227
manipur,senapati district,2022,3,46116,141106697.64180183
manipur,pherzawl district,2022,3,3137,8974350.656289712
manipur,churachandpur district,2022,3,200968,560754898.7150536
manipur,tengnoupal district,2022,3,44324,167247032.01495245
manipur,imphal west district,2022,3,4865688,11153142712.787489
manipur,kangpokpi district,2022,4,195796,499527018.93453866
manipur,noney district,2022,4,26985,75780551.02724609
manipur,imphal east district,2022,4,417476,1124061241.8453987
manipur,thoubal district,2022,4,252156,642341521.1672155
manipur,kakching district,2022,4,205827,477287512.8489387
manipur,jiribam district,2022,4,43510,122910899.30361357
manipur,ukhrul district,2022,4,48379,164810102.766275
manipur,tamenglong district,2022,4,51040,160602196.99791262
manipur,kamjong district,2022,4,12943,35804745.19811843
manipur,chandel district,2022,4,45646,133101652.30134834
manipur,bishnupur district,2022,4,134155,398215642.6664851
manipur,senapati district,2022,4,63745,180730794.8423508
manipur,pherzawl district,2022,4,3998,12008369.41204643
manipur,churachandpur district,2022,4,139622,418292018.1391273
manipur,tengnoupal district,2022,4,49553,175755833.191996
manipur,imphal west district,2022,4,4737839,11004726597.698875
manipur,kangpokpi district,2023,1,211256,520765461.0
manipur,noney district,2023,1,42474,105173660.0
manipur,imphal east district,2023,1,659880,1637025593.0
manipur,thoubal district,2023,1,315961,796620060.0
manipur,kakching district,2023,1,73843,198151744.0
manipur,jiribam district,2023,1,77431,212799071.0
manipur,ukhrul district,2023,1,83455,267514824.0
manipur,tamenglong district,2023,1,86492,231452890.0
manipur,kamjong district,2023,1,14147,46200306.0
manipur,chandel district,2023,1,71874,194324741.0
manipur,bishnupur district,2023,1,231239,626631062.0
manipur,senapati district,2023,1,94404,252756548.0
manipur,pherzawl district,2023,1,7046,16737449.0
manipur,churachandpur district,2023,1,221158,582341436.0
manipur,tengnoupal district,2023,1,79811,294235941.0
manipur,imphal west district,2023,1,987912,2602833306.0
manipur,kangpokpi district,2023,2,96061,265835614.0
manipur,noney district,2023,2,19828,52589124.0
manipur,imphal east district,2023,2,332809,855990060.0
manipur,thoubal district,2023,2,155290,412755825.0
manipur,kakching district,2023,2,34781,104524162.0
manipur,jiribam district,2023,2,53949,153237238.0
manipur,ukhrul district,2023,2,41027,131978491.0
manipur,tamenglong district,2023,2,42991,121710165.0
manipur,kamjong district,2023,2,6735,19646588.0
manipur,chandel district,2023,2,32757,105500017.0
manipur,bishnupur district,2023,2,108042,304861281.0
manipur,senapati district,2023,2,49144,139357712.0
manipur,pherzawl district,2023,2,4764,13802243.0
manipur,churachandpur district,2023,2,108049,309376954.0
manipur,tengnoupal district,2023,2,35862,125510737.0
manipur,imphal west district,2023,2,484182,1347200442.0
manipur,kangpokpi district,2023,3,60374,270393444.0
manipur,noney district,2023,3,3054,9696801.0
manipur,imphal east district,2023,3,195597,762942643.0
manipur,thoubal district,2023,3,70780,289941575.0
manipur,kakching district,2023,3,17007,68770946.0
manipur,jiribam district,2023,3,48471,170419988.0
manipur,ukhrul district,2023,3,18404,74546308.0
manipur,tamenglong district,2023,3,21706,105176707.0
manipur,kamjong district,2023,3,1252,3987258.0
manipur,chandel district,2023,3,8965,43558431.0
manipur,bishnupur district,2023,3,52074,228769251.0
manipur,senapati district,2023,3,25056,88162234.0
manipur,pherzawl district,2023,3,2914,9863352.0
manipur,churachandpur district,2023,3,43375,215267198.0
manipur,tengnoupal district,2023,3,13210,74417046.0
manipur,imphal west district,2023,3,283239,1192373419.0
manipur,kangpokpi district,2023,4,143024,482630626.0
manipur,noney district,2023,4,19982,61939488.0
manipur,imphal east district,2023,4,466350,1424311158.0
manipur,thoubal district,2023,4,193084,587381961.0
manipur,kakching district,2023,4,41110,132051701.0
manipur,jiribam district,2023,4,79450,216717452.0
manipur,ukhrul district,2023,4,48581,176550849.0
manipur,tamenglong district,2023,4,53369,169026544.0
manipur,kamjong district,2023,4,7304,25527546.0
manipur,chandel district,2023,4,32884,104621120.0
manipur,bishnupur district,2023,4,158304,517891073.0
manipur,senapati district,2023,4,55235,143200212.0
manipur,pherzawl district,2023,4,3365,12293316.0
manipur,churachandpur district,2023,4,123502,463823678.0
manipur,tengnoupal district,2023,4,41858,171499388.0
manipur,imphal west district,2023,4,645798,2110859186.0
meghalaya,north garo hills district,2018,1,922,652554.6654640209
meghalaya,south west khasi hills district,2018,1,319,489330.8331522482
meghalaya,west garo hills district,2018,1,7660,9199200.848858135
meghalaya,south garo hills district,2018,1,705,807410.0407250253
meghalaya,east jaintia hills district,2018,1,4896,8299361.376028441
meghalaya,south west garo hills district,2018,1,798,1015597.2351604333
meghalaya,east khasi hills district,2018,1,23283,31807959.175373342
meghalaya,east garo hills district,2018,1,749,781579.3759249721
meghalaya,ribhoi district,2018,1,6029,8736566.953918608
meghalaya,west jaintia hills district,2018,1,3131,2812937.948004551
meghalaya,west khasi hills district,2018,1,1079,1647761.3372907462
meghalaya,north garo hills district,2018,2,1403,1278347.188045342
meghalaya,south west khasi hills district,2018,2,396,311487.1929993931
meghalaya,west garo hills district,2018,2,10651,19685429.154264543
meghalaya,south garo hills district,2018,2,1103,1553253.9322072896
meghalaya,east jaintia hills district,2018,2,6004,13059945.843045246
meghalaya,south west garo hills district,2018,2,1767,1724404.6747075585
meghalaya,east khasi hills district,2018,2,33966,61180700.479729906
meghalaya,east garo hills district,2018,2,832,1032161.1690227182
meghalaya,ribhoi district,2018,2,8761,14181827.919832248
meghalaya,west jaintia hills district,2018,2,2232,2312980.3326936862
meghalaya,west khasi hills district,2018,2,742,684129.9552836155
meghalaya,north garo hills district,2018,3,2271,1976480.2056813869
meghalaya,south west khasi hills district,2018,3,1032,1016289.6491765348
meghalaya,west garo hills district,2018,3,17911,31488596.43937725
meghalaya,south garo hills district,2018,3,2110,2467349.2565310476
meghalaya,east jaintia hills district,2018,3,11397,22683448.874125846
meghalaya,south west garo hills district,2018,3,2740,4294444.447825844
meghalaya,east khasi hills district,2018,3,54015,111173160.26256448
meghalaya,east garo hills district,2018,3,1323,1963470.7809556075
meghalaya,ribhoi district,2018,3,13023,26072883.30165547
meghalaya,west jaintia hills district,2018,3,3240,4571330.11958733
meghalaya,west khasi hills district,2018,3,1228,2146208.196912882
meghalaya,north garo hills district,2018,4,4011,4590211.2600644585
meghalaya,south west khasi hills district,2018,4,1518,2669874.2649973836
meghalaya,west garo hills district,2018,4,29000,52674487.37349704
meghalaya,south garo hills district,2018,4,3037,6001319.0968858795
meghalaya,east jaintia hills district,2018,4,20614,37885027.674247645
meghalaya,south west garo hills district,2018,4,3950,4531236.407859931
meghalaya,east khasi hills district,2018,4,70386,167808906.77955163
meghalaya,east garo hills district,2018,4,2808,5832920.4836901445
meghalaya,ribhoi district,2018,4,18294,42066652.872822896
meghalaya,west jaintia hills district,2018,4,4693,7562803.76113517
meghalaya,west khasi hills district,2018,4,2821,5962239.029920495
meghalaya,north garo hills district,2019,1,3816,4016398.1062618718
meghalaya,south west khasi hills district,2019,1,1267,2118829.321976449
meghalaya,west garo hills district,2019,1,30087,58548564.16871373
meghalaya,south garo hills district,2019,1,3146,7486873.33081286
meghalaya,east jaintia hills district,2019,1,25054,46007520.563187
meghalaya,south west garo hills district,2019,1,3819,4558241.545395774
meghalaya,east khasi hills district,2019,1,101662,201352082.70276013
meghalaya,east garo hills district,2019,1,3529,6495149.290021526
meghalaya,ribhoi district,2019,1,27304,55813436.16699861
meghalaya,west jaintia hills district,2019,1,5411,7594602.551824972
meghalaya,west khasi hills district,2019,1,3646,5045464.405482588
meghalaya,north garo hills district,2019,2,3804,4329558.19180281
meghalaya,south west khasi hills district,2019,2,1152,2679006.93031867
meghalaya,west garo hills district,2019,2,32077,70701852.43602182
meghalaya,south garo hills district,2019,2,3048,7076537.051932728
meghalaya,east jaintia hills district,2019,2,21325,43624217.35616365
meghalaya,south west garo hills district,2019,2,4563,6981663.150095232
meghalaya,east khasi hills district,2019,2,126665,274701980.60370815
meghalaya,east garo hills district,2019,2,3926,6785815.738085165
meghalaya,ribhoi district,2019,2,27488,61625177.51082603
meghalaya,west jaintia hills district,2019,2,5226,9713762.898637522
meghalaya,west khasi hills district,2019,2,3012,4711717.239687435
meghalaya,north garo hills district,2019,3,6329,7479871.090316384
meghalaya,south west khasi hills district,2019,3,2009,2418047.871266484
meghalaya,west garo hills district,2019,3,45652,90390851.3262687
meghalaya,south garo hills district,2019,3,4768,7846736.258536675
meghalaya,east jaintia hills district,2019,3,28604,50090916.58164
meghalaya,south west garo hills district,2019,3,6405,9676872.049848383
meghalaya,east khasi hills district,2019,3,156970,344129503.4634751
meghalaya,east garo hills district,2019,3,5970,8134689.123280492
meghalaya,ribhoi district,2019,3,36292,73979318.03570686
meghalaya,west jaintia hills district,2019,3,8947,11292434.23987686
meghalaya,west khasi hills district,2019,3,4604,6779362.1133165285
meghalaya,north garo hills district,2019,4,8449,11018090.113242699
meghalaya,south west khasi hills district,2019,4,2753,4185672.1333535854
meghalaya,west garo hills district,2019,4,51137,104063298.18537539
meghalaya,south garo hills district,2019,4,7020,9901296.404344358
meghalaya,east jaintia hills district,2019,4,31575,61615652.49744396
meghalaya,south west garo hills district,2019,4,7301,11722163.47943544
meghalaya,east khasi hills district,2019,4,189936,413649820.0310262
meghalaya,east garo hills district,2019,4,7811,11523924.1048165
meghalaya,ribhoi district,2019,4,42953,90622918.2855494
meghalaya,west jaintia hills district,2019,4,11750,16126169.373071242
meghalaya,west khasi hills district,2019,4,5296,8007467.18256015
meghalaya,north garo hills district,2020,1,9622,11664668.291425837
meghalaya,south west khasi hills district,2020,1,3516,5420604.457110439
meghalaya,west garo hills district,2020,1,65263,130098803.74893945
meghalaya,south garo hills district,2020,1,10483,11902327.507517824
meghalaya,east jaintia hills district,2020,1,36855,76021760.04400355
meghalaya,south west garo hills district,2020,1,10582,14322530.890240094
meghalaya,east khasi hills district,2020,1,280817,712010339.1765578
meghalaya,east garo hills district,2020,1,10003,15050504.879497694
meghalaya,ribhoi district,2020,1,51789,109400759.46669218
meghalaya,west jaintia hills district,2020,1,15784,22057088.945124794
meghalaya,west khasi hills district,2020,1,7569,12185453.500704024
meghalaya,north garo hills district,2020,2,19393,16949021.845094834
meghalaya,south west khasi hills district,2020,2,5952,5344985.9066313775
meghalaya,west garo hills district,2020,2,107355,178844205.7463917
meghalaya,south garo hills district,2020,2,15934,18498464.712551523
meghalaya,east jaintia hills district,2020,2,50077,79110098.89726548
meghalaya,south west garo hills district,2020,2,20761,21835410.25373499
meghalaya,east khasi hills district,2020,2,294655,669450297.8938913
meghalaya,east garo hills district,2020,2,19865,19379120.258930385
meghalaya,ribhoi district,2020,2,60451,108416383.1511733
meghalaya,west jaintia hills district,2020,2,26041,22356066.44251103
meghalaya,west khasi hills district,2020,2,14911,13551099.230221383
meghalaya,north garo hills district,2020,3,17943,23618250.656932063
meghalaya,south west khasi hills district,2020,3,5942,8330565.372560624
meghalaya,west garo hills district,2020,3,117550,249575864.65120554
meghalaya,south garo hills district,2020,3,17171,23368652.17951659
meghalaya,east jaintia hills district,2020,3,52534,99669877.91499355
meghalaya,south west garo hills district,2020,3,19536,31848167.460986283
meghalaya,east khasi hills district,2020,3,239307,571789473.606595
meghalaya,east garo hills district,2020,3,19353,30405909.1461664
meghalaya,ribhoi district,2020,3,64590,138771339.65408337
meghalaya,west jaintia hills district,2020,3,28622,39860361.23642549
meghalaya,west khasi hills district,2020,3,15031,19820539.503571287
meghalaya,north garo hills district,2020,4,22048,36801863.778283074
meghalaya,south west khasi hills district,2020,4,7330,18169052.922343686
meghalaya,west garo hills district,2020,4,149536,362364387.96744514
meghalaya,south garo hills district,2020,4,22487,34586748.626706876
meghalaya,east jaintia hills district,2020,4,65059,162952261.01543325
meghalaya,south west garo hills district,2020,4,24078,49584665.87626748
meghalaya,east khasi hills district,2020,4,298622,777719090.1611657
meghalaya,east garo hills district,2020,4,23262,41847990.164476685
meghalaya,ribhoi district,2020,4,90879,223682008.03015277
meghalaya,west jaintia hills district,2020,4,32267,55102701.174963415
meghalaya,west khasi hills district,2020,4,18440,41431802.48173465
meghalaya,north garo hills district,2021,1,18850,37908696.16305937
meghalaya,south west khasi hills district,2021,1,6212,18881726.278145123
meghalaya,west garo hills district,2021,1,133362,370492803.5429464
meghalaya,south garo hills district,2021,1,19054,44351833.9562286
meghalaya,east jaintia hills district,2021,1,70732,205454314.7964044
meghalaya,south west garo hills district,2021,1,18591,41861206.69737828
meghalaya,east khasi hills district,2021,1,322156,915771307.2291536
meghalaya,east garo hills district,2021,1,18473,40212217.23708049
meghalaya,ribhoi district,2021,1,98957,266571316.12978175
meghalaya,west jaintia hills district,2021,1,24312,53826602.11269104
meghalaya,west khasi hills district,2021,1,16947,60183253.84696514
meghalaya,north garo hills district,2021,2,25028,37984069.23193223
meghalaya,south west khasi hills district,2021,2,7218,17922261.886446185
meghalaya,west garo hills district,2021,2,174186,437555569.84538835
meghalaya,south garo hills district,2021,2,21894,48819031.9572919
meghalaya,east jaintia hills district,2021,2,87223,205906820.910982
meghalaya,south west garo hills district,2021,2,24491,47526700.8985536
meghalaya,east khasi hills district,2021,2,386773,994348113.9313933
meghalaya,east garo hills district,2021,2,24431,42603145.83447135
meghalaya,ribhoi district,2021,2,111231,265892507.53668693
meghalaya,west jaintia hills district,2021,2,30529,53732989.3560653
meghalaya,west khasi hills district,2021,2,16590,41326043.50138934
meghalaya,north garo hills district,2021,3,30790,56346103.9411427
meghalaya,south west khasi hills district,2021,3,8524,20862237.488949515
meghalaya,west garo hills district,2021,3,207635,550868915.1603698
meghalaya,south garo hills district,2021,3,23378,50417337.27842516
meghalaya,east jaintia hills district,2021,3,103142,254116660.02417076
meghalaya,south west garo hills district,2021,3,28662,59140851.35546415
meghalaya,east khasi hills district,2021,3,475308,1267820067.2649465
meghalaya,east garo hills district,2021,3,29654,54695590.9177565
meghalaya,ribhoi district,2021,3,135524,337135306.83131677
meghalaya,west jaintia hills district,2021,3,37590,71888903.2617979
meghalaya,west khasi hills district,2021,3,17524,45708478.00363463
meghalaya,north garo hills district,2021,4,38565,88113799.75521982
meghalaya,south west khasi hills district,2021,4,12151,47472032.66584644
meghalaya,west garo hills district,2021,4,261543,746098768.1324025
meghalaya,south garo hills district,2021,4,28989,89662812.04398018
meghalaya,east jaintia hills district,2021,4,140522,371541323.51234245
meghalaya,south west garo hills district,2021,4,35153,76249072.06112294
meghalaya,east khasi hills district,2021,4,602012,1647841435.7937279
meghalaya,east garo hills district,2021,4,37744,79675265.12123142
meghalaya,ribhoi district,2021,4,210094,495239611.12453955
meghalaya,west jaintia hills district,2021,4,43460,98276171.06270258
meghalaya,west khasi hills district,2021,4,29960,108595108.91303807
meghalaya,north garo hills district,2022,1,42030,87894203.47088854
meghalaya,south west khasi hills district,2022,1,14208,62450373.141422085
meghalaya,west garo hills district,2022,1,325791,991586557.2279948
meghalaya,south garo hills district,2022,1,43827,166412749.63292435
meghalaya,east jaintia hills district,2022,1,169484,496156278.43872654
meghalaya,south west garo hills district,2022,1,39644,98249285.49958462
meghalaya,east khasi hills district,2022,1,653082,1762837936.3129022
meghalaya,east garo hills district,2022,1,42878,97659034.30770612
meghalaya,ribhoi district,2022,1,257923,624403404.8028624
meghalaya,west jaintia hills district,2022,1,49196,126597671.42735201
meghalaya,west khasi hills district,2022,1,36687,148090837.06952718
meghalaya,north garo hills district,2022,2,44965,92496675.79074751
meghalaya,south west khasi hills district,2022,2,13571,49978363.076969974
meghalaya,west garo hills district,2022,2,392151,1150602954.6389537
meghalaya,south garo hills district,2022,2,33680,92292848.0663783
meghalaya,east jaintia hills district,2022,2,193196,502640751.7922024
meghalaya,south west garo hills district,2022,2,43006,118240788.9357543
meghalaya,east khasi hills district,2022,2,853333,2156500112.108344
meghalaya,east garo hills district,2022,2,46150,106793207.7940663
meghalaya,ribhoi district,2022,2,337102,755786725.0698186
meghalaya,west jaintia hills district,2022,2,56272,152394109.72808385
meghalaya,west khasi hills district,2022,2,31223,103764884.88347428
meghalaya,north garo hills district,2022,3,48727,107884419.5564478
meghalaya,south west khasi hills district,2022,3,13340,47102262.07706757
meghalaya,west garo hills district,2022,3,508052,1283479556.4130952
meghalaya,south garo hills district,2022,3,35206,88310719.84102407
meghalaya,east jaintia hills district,2022,3,241204,633317484.0750391
meghalaya,south west garo hills district,2022,3,48898,121831916.0453497
meghalaya,east khasi hills district,2022,3,2924522,6137770373.209272
meghalaya,east garo hills district,2022,3,47047,99390252.25463584
meghalaya,ribhoi district,2022,3,400075,825278960.5336027
meghalaya,west jaintia hills district,2022,3,62798,171112837.01348788
meghalaya,west khasi hills district,2022,3,29296,87822016.10251653
meghalaya,north garo hills district,2022,4,59149,130072498.39208946
meghalaya,south west khasi hills district,2022,4,16773,61873256.01063821
meghalaya,west garo hills district,2022,4,612945,1565478827.2720146
meghalaya,south garo hills district,2022,4,47478,134393051.37739396
meghalaya,east jaintia hills district,2022,4,252554,698736182.2686266
meghalaya,south west garo hills district,2022,4,59231,150334364.85984027
meghalaya,east khasi hills district,2022,4,2285868,4886013367.030626
meghalaya,east garo hills district,2022,4,59445,143293321.8148586
meghalaya,ribhoi district,2022,4,416100,855262410.3336376
meghalaya,west jaintia hills district,2022,4,81501,229129661.89603108
meghalaya,west khasi hills district,2022,4,41404,141954215.09290665
meghalaya,north garo hills district,2023,1,97035,198957381.0
meghalaya,south west khasi hills district,2023,1,34526,123121635.0
meghalaya,west garo hills district,2023,1,1041221,2765563809.0
meghalaya,south garo hills district,2023,1,95917,276701570.0
meghalaya,east jaintia hills district,2023,1,515136,1371613773.0
meghalaya,south west garo hills district,2023,1,112416,302145041.0
meghalaya,east khasi hills district,2023,1,1220563,2680323809.0
meghalaya,east garo hills district,2023,1,102374,230703822.0
meghalaya,ribhoi district,2023,1,729560,1474982935.0
meghalaya,west jaintia hills district,2023,1,134028,377216408.0
meghalaya,west khasi hills district,2023,1,81929,283510432.0
meghalaya,north garo hills district,2023,2,113361,215038091.0
meghalaya,south west khasi hills district,2023,2,37376,127026105.0
meghalaya,west garo hills district,2023,2,1313181,3093601156.0
meghalaya,south garo hills district,2023,2,104600,273407662.0
meghalaya,east jaintia hills district,2023,2,602439,1411515511.0
meghalaya,south west garo hills district,2023,2,138973,324256480.0
meghalaya,east khasi hills district,2023,2,1584287,3308371744.0
meghalaya,east garo hills district,2023,2,119181,259323245.0
meghalaya,ribhoi district,2023,2,849150,1540619034.0
meghalaya,west jaintia hills district,2023,2,143311,363450970.0
meghalaya,west khasi hills district,2023,2,71353,167896488.0
meghalaya,north garo hills district,2023,3,146236,251411034.0
meghalaya,south west khasi hills district,2023,3,31181,91883033.0
meghalaya,west garo hills district,2023,3,1580512,3040769172.0
meghalaya,south garo hills district,2023,3,100839,199100708.0
meghalaya,east jaintia hills district,2023,3,704743,1455319329.0
meghalaya,south west garo hills district,2023,3,159403,312859682.0
meghalaya,east khasi hills district,2023,3,1925071,3637181187.0
meghalaya,east garo hills district,2023,3,145914,265377046.0
meghalaya,ribhoi district,2023,3,1002988,1611391648.0
meghalaya,west jaintia hills district,2023,3,159073,385584331.0
meghalaya,west khasi hills district,2023,3,73882,155755910.0
meghalaya,north garo hills district,2023,4,184749,339349015.0
meghalaya,south west khasi hills district,2023,4,46793,139379319.0
meghalaya,west garo hills district,2023,4,2128194,4034159325.0
meghalaya,south garo hills district,2023,4,144242,307030739.0
meghalaya,east jaintia hills district,2023,4,866490,1891314074.0
meghalaya,south west garo hills district,2023,4,209090,424184452.0
meghalaya,east khasi hills district,2023,4,2091395,3902770749.0
meghalaya,east garo hills district,2023,4,187702,361438823.0
meghalaya,ribhoi district,2023,4,1138756,1838712964.0
meghalaya,west jaintia hills district,2023,4,177331,417636909.0
meghalaya,west khasi hills district,2023,4,93642,217082323.0
mizoram,serchhip district,2018,1,691,1729998.4078016216
mizoram,aizawl district,2018,1,12006,27918980.947612707
mizoram,lunglei district,2018,1,1604,2350555.3184242332
mizoram,mamit district,2018,1,1133,5729263.410353888
mizoram,lawngtlai district,2018,1,735,547180.2110017058
mizoram,kolasib district,2018,1,1457,3891685.392413744
mizoram,champhai district,2018,1,453,871005.7153709702
mizoram,saiha district,2018,1,482,2188550.572811981
mizoram,serchhip district,2018,2,1237,3831939.5692156893
mizoram,aizawl district,2018,2,16353,48340497.162337765
mizoram,lunglei district,2018,2,3249,6814747.054434758
mizoram,mamit district,2018,2,1813,10477582.990376014
mizoram,lawngtlai district,2018,2,627,1375226.7520610169
mizoram,kolasib district,2018,2,2092,5117340.437229811
mizoram,champhai district,2018,2,834,2204311.92373675
mizoram,saiha district,2018,2,846,5346759.668342534
mizoram,serchhip district,2018,3,2133,6572902.580575922
mizoram,aizawl district,2018,3,24199,72031541.21772185
mizoram,lunglei district,2018,3,4716,12189472.093972277
mizoram,mamit district,2018,3,2247,5446959.531490731
mizoram,lawngtlai district,2018,3,1231,3422241.331497662
mizoram,kolasib district,2018,3,2631,6563816.625400645
mizoram,champhai district,2018,3,1099,4369317.524420092
mizoram,saiha district,2018,3,1060,6004487.220311114
mizoram,serchhip district,2018,4,2830,9311124.6379363
mizoram,aizawl district,2018,4,31828,114757156.94931006
mizoram,lunglei district,2018,4,6349,20867419.800037555
mizoram,mamit district,2018,4,4168,12100776.511940831
mizoram,lawngtlai district,2018,4,2341,5862745.984908307
mizoram,kolasib district,2018,4,4701,13882638.975375153
mizoram,champhai district,2018,4,1726,6092672.776851988
mizoram,saiha district,2018,4,1299,7552316.893169428
mizoram,serchhip district,2019,1,2964,9972286.162915044
mizoram,aizawl district,2019,1,40608,125499167.4513055
mizoram,lunglei district,2019,1,8092,24562628.04677686
mizoram,mamit district,2019,1,5400,15141345.457853137
mizoram,lawngtlai district,2019,1,3749,12077236.041769966
mizoram,kolasib district,2019,1,5590,15775791.308525538
mizoram,champhai district,2019,1,1865,6683655.297350604
mizoram,saiha district,2019,1,2038,8448785.630905889
mizoram,serchhip district,2019,2,2917,10740915.810445426
mizoram,aizawl district,2019,2,45257,147150855.43357453
mizoram,lunglei district,2019,2,8919,29564431.131805927
mizoram,mamit district,2019,2,5047,15936975.402700387
mizoram,lawngtlai district,2019,2,4502,12828264.165793028
mizoram,kolasib district,2019,2,5077,15941097.796656493
mizoram,champhai district,2019,2,2055,7970010.188288981
mizoram,saiha district,2019,2,1897,7884158.20574963
mizoram,serchhip district,2019,3,4389,12447829.176727356
mizoram,aizawl district,2019,3,54796,162632861.96810922
mizoram,lunglei district,2019,3,13305,34090897.89113889
mizoram,mamit district,2019,3,6296,14161494.187527731
mizoram,lawngtlai district,2019,3,6097,14593963.455838619
mizoram,kolasib district,2019,3,6977,17976086.411676798
mizoram,champhai district,2019,3,3512,12151523.038879696
mizoram,saiha district,2019,3,2722,10739243.821443643
mizoram,serchhip district,2019,4,5889,15064874.565576479
mizoram,aizawl district,2019,4,68532,215337713.34849542
mizoram,lunglei district,2019,4,15344,42919898.6938625
mizoram,mamit district,2019,4,8468,16925628.21634368
mizoram,lawngtlai district,2019,4,8069,22279514.789250825
mizoram,kolasib district,2019,4,11051,24470971.73397691
mizoram,champhai district,2019,4,4878,17885681.11019664
mizoram,saiha district,2019,4,3008,13805068.176785678
mizoram,serchhip district,2020,1,7512,15256865.240079906
mizoram,aizawl district,2020,1,78597,215534588.05424356
mizoram,lunglei district,2020,1,19703,47052524.734837465
mizoram,mamit district,2020,1,12136,21524123.962646015
mizoram,lawngtlai district,2020,1,13887,31918357.190269426
mizoram,kolasib district,2020,1,11386,26364756.939303115
mizoram,champhai district,2020,1,6269,19712814.749991663
mizoram,saiha district,2020,1,4119,14713548.478265904
mizoram,serchhip district,2020,2,10425,19459795.690984454
mizoram,aizawl district,2020,2,93369,238637352.52940086
mizoram,lunglei district,2020,2,27260,60375778.328148104
mizoram,mamit district,2020,2,15352,24755549.964956302
mizoram,lawngtlai district,2020,2,22369,44085859.538810775
mizoram,kolasib district,2020,2,14432,29350410.444769997
mizoram,champhai district,2020,2,8480,20817381.347150296
mizoram,saiha district,2020,2,6775,19711305.598098427
mizoram,serchhip district,2020,3,10351,25197852.93925553
mizoram,aizawl district,2020,3,136460,413175918.97011656
mizoram,lunglei district,2020,3,30971,83270436.83501583
mizoram,mamit district,2020,3,17199,28176447.030524082
mizoram,lawngtlai district,2020,3,25540,62210090.16784428
mizoram,kolasib district,2020,3,15789,35985260.690991834
mizoram,champhai district,2020,3,11286,35131298.73356742
mizoram,saiha district,2020,3,7107,24796870.137284856
mizoram,serchhip district,2020,4,14804,39531569.17092189
mizoram,aizawl district,2020,4,166039,532069401.3249176
mizoram,lunglei district,2020,4,41847,117007241.0363552
mizoram,mamit district,2020,4,21383,48253980.828914225
mizoram,lawngtlai district,2020,4,32803,102209937.65580332
mizoram,kolasib district,2020,4,21149,56473537.93676706
mizoram,champhai district,2020,4,15587,50140873.98671983
mizoram,saiha district,2020,4,8995,40835573.753559604
mizoram,serchhip district,2021,1,12877,42644166.311948836
mizoram,aizawl district,2021,1,182220,609359098.2421973
mizoram,lunglei district,2021,1,40131,133262456.0307964
mizoram,mamit district,2021,1,18670,51226307.47618229
mizoram,lawngtlai district,2021,1,31658,106154307.36708316
mizoram,kolasib district,2021,1,22212,71207105.1965721
mizoram,champhai district,2021,1,13769,51873702.94129371
mizoram,saiha district,2021,1,8038,35378443.37986354
mizoram,serchhip district,2021,2,15664,39541209.17776598
mizoram,aizawl district,2021,2,222893,635733236.9899334
mizoram,lunglei district,2021,2,46084,125798685.12915294
mizoram,mamit district,2021,2,20464,51797964.37426141
mizoram,lawngtlai district,2021,2,38779,110575273.85365936
mizoram,kolasib district,2021,2,23910,66068598.117042184
mizoram,champhai district,2021,2,15913,52313277.17825453
mizoram,saiha district,2021,2,10633,41046228.48202239
mizoram,serchhip district,2021,3,19902,54838260.2224697
mizoram,aizawl district,2021,3,276340,865537331.9432542
mizoram,lunglei district,2021,3,55054,157303231.44253838
mizoram,mamit district,2021,3,22878,65856355.67206964
mizoram,lawngtlai district,2021,3,44431,130625157.50867543
mizoram,kolasib district,2021,3,30064,84157970.6374866
mizoram,champhai district,2021,3,18678,71974971.0552853
mizoram,saiha district,2021,3,11182,43455371.73017335
mizoram,serchhip district,2021,4,21092,58127189.330209725
mizoram,aizawl district,2021,4,317555,1021257676.3595349
mizoram,lunglei district,2021,4,62996,193267816.72749364
mizoram,mamit district,2021,4,28553,76910208.12744261
mizoram,lawngtlai district,2021,4,47572,152734951.83765793
mizoram,kolasib district,2021,4,37950,113743718.86428112
mizoram,champhai district,2021,4,25625,100501231.3416473
mizoram,saiha district,2021,4,11986,54122948.934775494
mizoram,serchhip district,2022,1,25542,73577504.13530782
mizoram,aizawl district,2022,1,341192,1081700361.9959884
mizoram,lunglei district,2022,1,70118,225762310.6230601
mizoram,mamit district,2022,1,31141,85615813.92389987
mizoram,lawngtlai district,2022,1,52546,177710904.92789966
mizoram,kolasib district,2022,1,41730,131565353.72167373
mizoram,champhai district,2022,1,28284,104778862.41112824
mizoram,saiha district,2022,1,14364,64447851.87228675
mizoram,serchhip district,2022,2,24248,72294618.64313027
mizoram,aizawl district,2022,2,364786,1137178791.3961444
mizoram,lunglei district,2022,2,71974,216551898.04095763
mizoram,mamit district,2022,2,35643,98025373.52449822
mizoram,lawngtlai district,2022,2,55575,178078191.45037478
mizoram,kolasib district,2022,2,44824,125315221.5086985
mizoram,champhai district,2022,2,30607,103805199.37272805
mizoram,saiha district,2022,2,16320,71937273.17240411
mizoram,serchhip district,2022,3,23168,65622336.99787671
