State,District,Year,Quater,Transaction_count,Transaction_amount
assam,nagaon district,2023,1,6685799,14229904732.0
assam,dhubri district,2023,1,4783556,10188898480.0
assam,golaghat district,2023,1,2224582,4026121612.0
assam,udalguri district,2023,1,1639335,2999218033.0
assam,majuli district,2023,1,252765,402870909.0
assam,sonitpur district,2023,1,5085643,8045533285.0
assam,hojai district,2023,1,2133438,4081301237.0
assam,marigaon district,2023,1,3358524,7072156482.0
assam,chirang district,2023,1,1227227,2669479936.0
assam,cachar district,2023,1,5638260,10760387455.0
assam,nalbari district,2023,1,1785728,3606569741.0
assam,west karbi anglong district,2023,1,258669,468615052.0
assam,dhemaji district,2023,1,1628726,3039266504.0
assam,karimganj district,2023,1,3129397,7345868143.0
assam,bongaigaon district,2023,1,3402608,7240422273.0
assam,dima hasao district,2023,1,567000,1214015609.0
assam,baksa district,2023,1,2190401,4845776221.0
assam,charaideo district,2023,1,853791,1628619134.0
assam,darrang district,2023,1,3615988,7158735706.0
assam,kamrup metropolitan district,2023,1,22957420,32177527551.0
assam,hailakandi district,2023,1,2046225,4019608832.0
assam,barpeta district,2023,1,8607360,18729528128.0
assam,goalpara district,2023,1,4337423,9833497403.0
assam,biswanath district,2023,1,1384589,2345159408.0
assam,jorhat district,2023,1,2559123,3630187754.0
assam,tinsukia district,2023,2,3851912,6507525643.0
assam,lakhimpur district,2023,2,3057549,4876785629.0
assam,kamrup district,2023,2,6019583,10319507492.0
assam,kokrajhar district,2023,2,2949625,5758367366.0
assam,karbi anglong district,2023,2,1815628,3451464394.0
assam,sivasagar district,2023,2,1832171,2802402072.0
assam,dibrugarh district,2023,2,4515459,6339612450.0
assam,south salmara mancachar district,2023,2,1921183,4781401468.0
assam,nagaon district,2023,2,8290774,15933295314.0
assam,dhubri district,2023,2,5998987,11652162342.0
assam,golaghat district,2023,2,2685300,4365734962.0
assam,udalguri district,2023,2,2017515,3369067037.0
assam,majuli district,2023,2,298852,464620442.0
assam,sonitpur district,2023,2,6079471,9155763527.0
assam,hojai district,2023,2,2650538,4575809166.0
assam,marigaon district,2023,2,4122001,7831746623.0
assam,chirang district,2023,2,1562965,3117726249.0
assam,cachar district,2023,2,6593914,11304410610.0
assam,nalbari district,2023,2,2194760,4095366006.0
assam,west karbi anglong district,2023,2,321867,543268673.0
assam,dhemaji district,2023,2,1933305,3385291207.0
assam,karimganj district,2023,2,3708403,7737482765.0
assam,bongaigaon district,2023,2,4272392,8015507557.0
assam,dima hasao district,2023,2,723783,1412966285.0
assam,baksa district,2023,2,2577080,5238071690.0
assam,charaideo district,2023,2,1046404,1748795643.0
assam,darrang district,2023,2,4517036,7943501699.0
assam,kamrup metropolitan district,2023,2,27633429,36066525702.0
assam,hailakandi district,2023,2,2438411,4219916209.0
assam,barpeta district,2023,2,10582441,20577968723.0
assam,goalpara district,2023,2,5347770,10755879893.0
assam,biswanath district,2023,2,1733270,2748393436.0
assam,jorhat district,2023,2,2997175,4014450509.0
assam,tinsukia district,2023,3,4565290,6820826177.0
assam,lakhimpur district,2023,3,3833961,5023686779.0
assam,kamrup district,2023,3,7313093,10800114027.0
assam,kokrajhar district,2023,3,3648008,6131660384.0
assam,karbi anglong district,2023,3,2100974,3428433363.0
assam,sivasagar district,2023,3,2269030,2996906032.0
assam,dibrugarh district,2023,3,5328549,6883206756.0
assam,south salmara mancachar district,2023,3,2368268,4342293033.0
assam,nagaon district,2023,3,9915879,16218655937.0
assam,dhubri district,2023,3,7727555,12038352780.0
assam,golaghat district,2023,3,3265899,4649877887.0
assam,udalguri district,2023,3,2471832,3540229495.0
assam,majuli district,2023,3,340706,449129036.0
assam,sonitpur district,2023,3,7184992,9555385617.0
assam,hojai district,2023,3,3173826,4680370231.0
assam,marigaon district,2023,3,4800400,7900727989.0
assam,chirang district,2023,3,1922041,3200095251.0
assam,cachar district,2023,3,8139863,12475988474.0
assam,nalbari district,2023,3,2709875,4298403085.0
assam,west karbi anglong district,2023,3,382335,541617888.0
assam,dhemaji district,2023,3,2320967,3478657621.0
assam,karimganj district,2023,3,4518671,8300362452.0
assam,bongaigaon district,2023,3,5223464,7992492776.0
assam,dima hasao district,2023,3,947489,1716140103.0
assam,baksa district,2023,3,3119967,5364907563.0
assam,charaideo district,2023,3,1270698,1852693619.0
assam,darrang district,2023,3,5522247,8131813482.0
assam,kamrup metropolitan district,2023,3,33252533,38969448090.0
assam,hailakandi district,2023,3,3011092,4560524135.0
assam,barpeta district,2023,3,12553937,19547199120.0
assam,goalpara district,2023,3,6726109,10895284121.0
assam,biswanath district,2023,3,2089534,2896232915.0
assam,jorhat district,2023,3,3556267,4376298184.0
assam,tinsukia district,2023,4,5189615,8184084433.0
assam,lakhimpur district,2023,4,4361637,5744327705.0
assam,kamrup district,2023,4,8424238,12506756486.0
assam,kokrajhar district,2023,4,4375333,7312524187.0
assam,karbi anglong district,2023,4,2384936,3978867179.0
assam,sivasagar district,2023,4,2477201,3302834884.0
assam,dibrugarh district,2023,4,5709873,7427295961.0
assam,south salmara mancachar district,2023,4,3369894,5570379948.0
assam,nagaon district,2023,4,11620054,19063736023.0
assam,dhubri district,2023,4,9754250,14883704767.0
assam,golaghat district,2023,4,3717221,5294439139.0
assam,udalguri district,2023,4,2834860,4179265292.0
assam,majuli district,2023,4,403623,518586023.0
assam,sonitpur district,2023,4,8050113,10777430093.0
assam,hojai district,2023,4,3670224,5300845947.0
assam,marigaon district,2023,4,5808139,9705402781.0
assam,chirang district,2023,4,2347804,3982679017.0
assam,cachar district,2023,4,9259935,14611571234.0
assam,nalbari district,2023,4,3150608,4920016354.0
assam,west karbi anglong district,2023,4,446777,637186657.0
assam,dhemaji district,2023,4,2640683,4011663237.0
assam,karimganj district,2023,4,5198477,9636448211.0
assam,bongaigaon district,2023,4,6225825,9640983542.0
assam,dima hasao district,2023,4,1098602,1968322313.0
assam,baksa district,2023,4,3620536,6383786882.0
assam,charaideo district,2023,4,1415059,2105854470.0
assam,darrang district,2023,4,6735425,10599716369.0
assam,kamrup metropolitan district,2023,4,35741066,42066992122.0
assam,hailakandi district,2023,4,3536974,5805638439.0
assam,barpeta district,2023,4,15365058,23767852973.0
assam,goalpara district,2023,4,8585082,13668435884.0
assam,biswanath district,2023,4,2448926,3309626551.0
assam,jorhat district,2023,4,3784109,4736381828.0
bihar,madhepura district,2018,1,79822,85073945.80231695
bihar,purnia district,2018,1,132262,139947209.0171691
bihar,nalanda district,2018,1,208901,190613485.9647957
bihar,buxar district,2018,1,61490,56987162.135050416
bihar,darbhanga district,2018,1,217364,224628301.62800157
bihar,nawada district,2018,1,78480,81161592.44495997
bihar,jamui district,2018,1,48226,44565632.6441077
bihar,sheikhpura district,2018,1,20728,23630132.07561916
bihar,siwan district,2018,1,129094,169228975.706601
bihar,muzaffarpur district,2018,1,388401,394717112.5966706
bihar,patna district,2018,1,1197281,1282492050.6392517
bihar,jehanabad district,2018,1,52401,47274894.952514395
bihar,rohtas district,2018,1,201231,181378994.9786085
bihar,begusarai district,2018,1,134911,130265729.66231602
bihar,supaul district,2018,1,85807,71313091.35844366
bihar,sitamarhi district,2018,1,145625,162281680.13643384
bihar,saran district,2018,1,149786,171839806.769135
bihar,arwal district,2018,1,31620,27549102.079531405
bihar,vaishali district,2018,1,201678,211794626.32466358
bihar,pashchim champaran district,2018,1,215866,236190496.64302668
bihar,gopalganj district,2018,1,107134,141070590.51185086
bihar,lakhisarai district,2018,1,42937,43611675.07515131
bihar,aurangabad district,2018,1,114354,114737537.86150897
bihar,kaimur bhabua district,2018,1,64493,70110158.70484145
bihar,araria district,2018,1,81597,95184067.64819424
bihar,munger district,2018,1,64639,64455596.263603695
bihar,katihar district,2018,1,138075,129701645.52738735
bihar,khagaria district,2018,1,65892,71955894.82466315
bihar,saharsa district,2018,1,88087,82038819.77477607
bihar,bhagalpur district,2018,1,174456,172905796.12309915
bihar,madhubani district,2018,1,173946,203080851.021446
bihar,kishanganj district,2018,1,38179,45880790.35124814
bihar,gaya district,2018,1,231873,227470166.14682063
bihar,samastipur district,2018,1,222241,213634124.82589722
bihar,banka district,2018,1,39192,32623795.99344401
bihar,purbi champaran district,2018,1,254643,264192918.45434484
bihar,sheohar district,2018,1,25700,22183882.577362113
bihar,bhojpur district,2018,1,115890,117985836.77226338
bihar,madhepura district,2018,2,128793,257666353.5333141
bihar,purnia district,2018,2,200492,341288206.35140955
bihar,nalanda district,2018,2,306468,368156034.43526965
bihar,buxar district,2018,2,95499,121370124.35207516
bihar,darbhanga district,2018,2,322140,569573309.6554229
bihar,nawada district,2018,2,117582,171877320.67431092
bihar,jamui district,2018,2,73817,105507695.66701967
bihar,sheikhpura district,2018,2,30292,43496026.134309486
bihar,siwan district,2018,2,216997,449888077.39217174
bihar,muzaffarpur district,2018,2,554675,841276317.7006266
bihar,patna district,2018,2,1650942,2328839155.6378717
bihar,jehanabad district,2018,2,76302,94030824.14988841
bihar,rohtas district,2018,2,281535,364889751.10899305
bihar,begusarai district,2018,2,200949,276462420.9598826
bihar,supaul district,2018,2,120248,207587718.3219347
bihar,sitamarhi district,2018,2,207834,327556110.6386512
bihar,saran district,2018,2,261588,474215326.876581
bihar,arwal district,2018,2,41799,51924029.92783449
bihar,vaishali district,2018,2,316405,471071129.4019304
bihar,pashchim champaran district,2018,2,305553,542379988.9027045
bihar,gopalganj district,2018,2,176783,361155964.2833132
bihar,lakhisarai district,2018,2,63428,79811566.97732757
bihar,aurangabad district,2018,2,166360,242694823.73033327
bihar,kaimur bhabua district,2018,2,95278,133155808.11253244
bihar,araria district,2018,2,144230,340399877.3329379
bihar,munger district,2018,2,104641,135654469.06000394
bihar,katihar district,2018,2,218980,363989212.7444124
bihar,khagaria district,2018,2,107663,171833273.7425387
bihar,saharsa district,2018,2,137218,228422183.974468
bihar,bhagalpur district,2018,2,265147,373912200.78000844
bihar,madhubani district,2018,2,286112,554829469.6286854
bihar,kishanganj district,2018,2,68492,137867030.27901366
bihar,gaya district,2018,2,324390,438042055.7809131
bihar,samastipur district,2018,2,316985,502582636.032881
bihar,banka district,2018,2,62184,71579691.62372304
bihar,purbi champaran district,2018,2,373033,650452550.5678003
bihar,sheohar district,2018,2,31877,49770706.40070893
bihar,bhojpur district,2018,2,179667,260921666.79854035
bihar,madhepura district,2018,3,149943,336637863.733843
bihar,purnia district,2018,3,254555,489478561.63340366
bihar,nalanda district,2018,3,896006,768203889.8354421
bihar,buxar district,2018,3,141186,188136993.80738562
bihar,darbhanga district,2018,3,413648,764466707.7610799
bihar,nawada district,2018,3,209878,289802022.4357294
bihar,jamui district,2018,3,104140,152652365.36698443
bihar,sheikhpura district,2018,3,37393,56373786.91673915
bihar,siwan district,2018,3,272311,538177446.0290899
bihar,muzaffarpur district,2018,3,959708,1265457842.0721817
bihar,patna district,2018,3,3360157,3873142430.776816
bihar,jehanabad district,2018,3,158009,154263782.76355198
bihar,rohtas district,2018,3,701262,668806719.3479261
bihar,begusarai district,2018,3,226986,368522165.54476273
bihar,supaul district,2018,3,165526,272659476.2168338
bihar,sitamarhi district,2018,3,266426,479856960.6130353
bihar,saran district,2018,3,366520,636933865.4864707
bihar,arwal district,2018,3,78393,92938267.76066552
bihar,vaishali district,2018,3,427385,660314110.761917
bihar,pashchim champaran district,2018,3,427544,778844052.9981706
bihar,gopalganj district,2018,3,218210,422499144.20198405
bihar,lakhisarai district,2018,3,129690,136115937.97138983
bihar,aurangabad district,2018,3,269704,354055669.18676025
bihar,kaimur bhabua district,2018,3,128090,180251318.44516638
bihar,araria district,2018,3,167608,428450949.72570324
bihar,munger district,2018,3,136515,186691409.16526166
bihar,katihar district,2018,3,252857,513132287.79855496
bihar,khagaria district,2018,3,145602,245267621.7634195
bihar,saharsa district,2018,3,185665,334445151.13590336
bihar,bhagalpur district,2018,3,422204,579615297.8454922
bihar,madhubani district,2018,3,353968,681883536.8483069
bihar,kishanganj district,2018,3,94729,232008456.55016178
bihar,gaya district,2018,3,919453,893929004.0264461
bihar,samastipur district,2018,3,400049,660092785.6814661
bihar,banka district,2018,3,86362,101993248.98606177
bihar,purbi champaran district,2018,3,544285,921447417.5581727
bihar,sheohar district,2018,3,43723,79579549.20914777
bihar,bhojpur district,2018,3,252114,348676280.9394509
bihar,madhepura district,2018,4,206209,482649436.49606454
bihar,purnia district,2018,4,323276,731281592.8687838
bihar,nalanda district,2018,4,666931,846144772.7533281
bihar,buxar district,2018,4,166308,281722827.8503226
bihar,darbhanga district,2018,4,515957,1142706537.988927
bihar,nawada district,2018,4,225093,417621899.1957779
bihar,jamui district,2018,4,156998,267317791.28074193
bihar,sheikhpura district,2018,4,52160,94354176.72548714
bihar,siwan district,2018,4,366863,813062416.723522
bihar,muzaffarpur district,2018,4,886640,1682571935.1825838
bihar,patna district,2018,4,3256138,4907266831.021729
bihar,jehanabad district,2018,4,176508,216771088.343031
bihar,rohtas district,2018,4,534230,818426211.762433
bihar,begusarai district,2018,4,326254,570039331.1250697
bihar,supaul district,2018,4,207479,393510177.4705521
bihar,sitamarhi district,2018,4,338316,664456738.5784366
bihar,saran district,2018,4,495166,976827835.416697
bihar,arwal district,2018,4,94144,128451766.47901765
bihar,vaishali district,2018,4,522642,964760831.5562135
bihar,pashchim champaran district,2018,4,582470,1215256332.6509814
bihar,gopalganj district,2018,4,288486,665355068.2331328
bihar,lakhisarai district,2018,4,115486,181734953.46668482
bihar,aurangabad district,2018,4,345707,535217438.3518773
bihar,kaimur bhabua district,2018,4,175587,291814682.84454566
